Importe,card_type,country,card_operation_type,transaction_type,acquirer,state
76200,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
7500,VISA,AR,CREDIT,PAY,COSMIC,ACCEPTED
67500,AMERICAN,SV,DEBIT,PAY,COSMIC,ACCEPTED
13356,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
7000,AMERICAN,AR,DEBIT,PAY,COSMIC,ACCEPTED
3000,VISA,SV,CREDIT,PAY,COSMIC,ACCEPTED
37000,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
22875,MASTERCARD,AR,CREDIT,PAY,COSMIC,ACCEPTED
6500,AMERICAN,SV,DEBIT,PAY,COSMIC,ACCEPTED
75000,VISA,PA,CREDIT,PAY,COSMIC,ACCEPTED
78500,MASTERCARD,AR,CREDIT,PAY,COSMIC,ACCEPTED
35000,VISA,SV,CREDIT,PAY,COSMIC,ACCEPTED
69940,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
77000,VISA,PA,CREDIT,PAY,COSMIC,ACCEPTED
30500,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
45500,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
39750,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
6500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
3000,AMERICAN,PA,DEBIT,REFUND,INDIE,CANCELLED
37000,MASTERCARD,AR,DEBIT,PAY,COSMIC,ACCEPTED
89000,AMERICAN,SV,DEBIT,REFUND,INDIE,CANCELLED
7500,MASTERCARD,PA,DEBIT,PAY,COSMIC,CANCELLED
39000,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
4500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
7000,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
30500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
3000,AMERICAN,SV,CREDIT,REFUND,INDIE,CANCELLED
8000,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
36750,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
6500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
100000,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
8000,MASTERCARD,AR,CREDIT,REFUND,COSMIC,CANCELLED
2000,AMERICAN,SV,CREDIT,PAY,INDIE,ACCEPTED
100500,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
6500,MASTERCARD,AR,CREDIT,REFUND,INDIE,CANCELLED
7500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
3000,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
52000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
113500,AMERICAN,AR,DEBIT,PAY,INDIE,ACCEPTED
81000,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
45800,MASTERCARD,PA,DEBIT,PAY,INDIE,CANCELLED
80625,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
7500,MASTERCARD,SV,CREDIT,PAY,INDIE,CANCELLED
55550,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
6500,AMERICAN,AR,CREDIT,REFUND,INDIE,CANCELLED
41750,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
4500,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
5000,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
79573,AMERICAN,SV,DEBIT,PAY,INDIE,ACCEPTED
59500,UNKNOWN,PA,CREDIT,REFUND,COSMIC,PARTIAL_REFUNDED
36500,AMERICAN,AR,CREDIT,PAY,INDIE,ACCEPTED
28445,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
3000,AMERICAN,PA,CREDIT,PAY,INDIE,CANCELLED
99155,MASTERCARD,AR,CREDIT,REFUND,COSMIC,CANCELLED
88400,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
99000,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
7500,UNKNOWN,SV,CREDIT,REFUND,INDIE,REFUNDED
6500,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
3000,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
4500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
53000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
2000,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
5000,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
237023,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
8000,MASTERCARD,AR,CREDIT,PAY,INDIE,CANCELLED
7500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
1500,MASTERCARD,PA,CREDIT,REFUND,INDIE,CANCELLED
3000,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
32000,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
61500,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
11160,AMERICAN,SV,CREDIT,PAY,COSMIC,ACCEPTED
33500,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
37000,MASTERCARD,AR,DEBIT,REFUND,COSMIC,CANCELLED
6500,MASTERCARD,SV,DEBIT,REFUND,INDIE,CANCELLED
7000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
52350,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
3000,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
32925,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
113462,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
57500,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
29500,MASTERCARD,SV,DEBIT,REFUND,COSMIC,CANCELLED
4500,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
2000,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
28120,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
50500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
10000,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
46500,MASTERCARD,SV,CREDIT,REFUND,COSMIC,CANCELLED
37000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
74500,AMERICAN,SV,CREDIT,REFUND,INDIE,CANCELLED
3500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
36000,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
57011,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
53700,AMERICAN,PA,DEBIT,REFUND,INDIE,CANCELLED
5000,AMERICAN,AR,CREDIT,PAY,COSMIC,CANCELLED
48045,MASTERCARD,SV,DEBIT,PAY,INDIE,CANCELLED
95625,AMERICAN,PA,CREDIT,REFUND,COSMIC,CANCELLED
8000,MASTERCARD,AR,CREDIT,REFUND,INDIE,CANCELLED
6500,AMERICAN,SV,CREDIT,PAY,COSMIC,ACCEPTED
31220,MASTERCARD,PA,CREDIT,PAY,INDIE,CANCELLED
4000,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
133750,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
6500,VISA,PA,CREDIT,PAY,COSMIC,ACCEPTED
56500,AMERICAN,PA,DEBIT,REFUND,INDIE,CANCELLED
69500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
61500,AMERICAN,SV,CREDIT,PAY,INDIE,CANCELLED
1500,AMERICAN,PA,CREDIT,REFUND,COSMIC,CANCELLED
2000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
3500,MASTERCARD,SV,DEBIT,PAY,COSMIC,ACCEPTED
83500,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
7500,MASTERCARD,SV,CREDIT,REFUND,INDIE,CANCELLED
3500,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
35750,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
101500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
2000,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
47000,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
21000,MASTERCARD,SV,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
28640,MASTERCARD,AR,CREDIT,PAY,INDIE,ACCEPTED
80250,VISA,SV,CREDIT,PAY,COSMIC,CANCELLED
50500,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
34838,AMERICAN,AR,CREDIT,REFUND,COSMIC,CANCELLED
92000,AMERICAN,SV,CREDIT,PAY,INDIE,CANCELLED
3000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
6500,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
7500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
59500,AMERICAN,PA,CREDIT,PAY,COSMIC,CANCELLED
106500,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
45500,MASTERCARD,SV,CREDIT,PAY,COSMIC,CANCELLED
71000,MASTERCARD,PA,CREDIT,REFUND,INDIE,CANCELLED
8000,AMERICAN,AR,CREDIT,PAY,COSMIC,ACCEPTED
64000,AMERICAN,SV,DEBIT,REFUND,INDIE,CANCELLED
38500,MASTERCARD,PA,CREDIT,REFUND,COSMIC,CANCELLED
4500,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
7500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,PA,DEBIT,REFUND,INDIE,CANCELLED
16972,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
6500,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
2500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
6500,UNKNOWN,AR,CREDIT,REFUND,INDIE,PARTIAL_REFUNDED
36000,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
29410,AMERICAN,PA,CREDIT,PAY,INDIE,CANCELLED
6500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
66500,AMERICAN,SV,CREDIT,REFUND,INDIE,CANCELLED
7500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
25500,AMERICAN,AR,DEBIT,PAY,INDIE,ACCEPTED
4500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
288388,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
37000,MASTERCARD,AR,DEBIT,REFUND,COSMIC,CANCELLED
3500,MASTERCARD,SV,CREDIT,REFUND,INDIE,CANCELLED
100,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
7500,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
62000,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
39000,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
60250,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
58000,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
70500,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
7500,MASTERCARD,AR,DEBIT,REFUND,COSMIC,CANCELLED
83000,AMERICAN,SV,DEBIT,PAY,INDIE,ACCEPTED
4500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
51000,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
3500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
4500,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
4000,AMERICAN,AR,CREDIT,PAY,COSMIC,CANCELLED
28400,AMERICAN,SV,CREDIT,PAY,INDIE,CANCELLED
79500,AMERICAN,PA,CREDIT,REFUND,COSMIC,CANCELLED
118500,AMERICAN,AR,CREDIT,REFUND,INDIE,CANCELLED
60375,UNKNOWN,SV,CREDIT,REFUND,COSMIC,PARTIAL_REFUNDED
3500,AMERICAN,PA,CREDIT,PAY,INDIE,CANCELLED
47600,AMERICAN,AR,CREDIT,PAY,COSMIC,CANCELLED
7500,AMERICAN,SV,CREDIT,REFUND,INDIE,CANCELLED
4500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
43000,UNKNOWN,AR,CREDIT,PAY,INDIE,REFUNDED
28525,UNKNOWN,SV,CREDIT,PAY,COSMIC,PARTIAL_REFUNDED
31442,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
4500,MASTERCARD,PA,CREDIT,PAY,COSMIC,CANCELLED
4500,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
3500,AMERICAN,SV,CREDIT,REFUND,COSMIC,CANCELLED
3000,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,AR,CREDIT,REFUND,COSMIC,CANCELLED
41500,MASTERCARD,SV,CREDIT,PAY,INDIE,CANCELLED
3000,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
4500,MASTERCARD,AR,CREDIT,PAY,INDIE,CANCELLED
84000,MASTERCARD,SV,DEBIT,PAY,COSMIC,ACCEPTED
32703,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,AR,DEBIT,PAY,COSMIC,ACCEPTED
3000,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
27450,MASTERCARD,PA,CREDIT,PAY,COSMIC,CANCELLED
6500,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
3500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
3000,VISA,PA,CREDIT,PAY,INDIE,CANCELLED
36358,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
73160,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
1500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
36000,AMERICAN,AR,CREDIT,REFUND,INDIE,CANCELLED
7500,MASTERCARD,SV,DEBIT,PAY,COSMIC,CANCELLED
96900,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
138750,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
53000,MASTERCARD,SV,DEBIT,PAY,INDIE,CANCELLED
48500,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
6500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
26500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
1500,AMERICAN,SV,DEBIT,REFUND,INDIE,CANCELLED
28500,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
3000,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
46000,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
35000,MASTERCARD,PA,DEBIT,PAY,INDIE,CANCELLED
112500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
10000,AMERICAN,SV,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
68500,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
61500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
98500,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
29500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
4000,MASTERCARD,SV,DEBIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
40600,AMERICAN,AR,DEBIT,PAY,INDIE,ACCEPTED
51000,AMERICAN,SV,CREDIT,REFUND,COSMIC,CANCELLED
37000,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
48548,AMERICAN,AR,CREDIT,REFUND,COSMIC,CANCELLED
59500,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
178340,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
128500,AMERICAN,AR,CREDIT,PAY,INDIE,CANCELLED
3000,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
50500,AMERICAN,PA,DEBIT,REFUND,INDIE,CANCELLED
7500,AMERICAN,PA,CREDIT,PAY,COSMIC,CANCELLED
38000,MASTERCARD,AR,CREDIT,PAY,INDIE,CANCELLED
61500,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
172500,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
29500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
42625,AMERICAN,SV,DEBIT,REFUND,INDIE,CANCELLED
36000,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
7500,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
37000,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
142500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
8000,UNKNOWN,SV,CREDIT,PAY,INDIE,REFUNDED
35750,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
2000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
85500,AMERICAN,SV,DEBIT,PAY,COSMIC,CANCELLED
157500,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
46000,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
3500,MASTERCARD,SV,CREDIT,REFUND,INDIE,CANCELLED
83000,AMERICAN,PA,CREDIT,REFUND,COSMIC,CANCELLED
32500,AMERICAN,AR,DEBIT,PAY,INDIE,ACCEPTED
119522,UNKNOWN,SV,CREDIT,PAY,COSMIC,ACCEPTED
52500,UNKNOWN,PA,CREDIT,PAY,INDIE,PARTIAL_REFUNDED
50000,AMERICAN,AR,CREDIT,REFUND,COSMIC,CANCELLED
102000,AMERICAN,SV,CREDIT,PAY,INDIE,CANCELLED
45500,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
38100,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
102500,AMERICAN,AR,CREDIT,PAY,COSMIC,CANCELLED
3000,AMERICAN,SV,CREDIT,PAY,INDIE,ACCEPTED
4500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
46000,AMERICAN,AR,CREDIT,PAY,INDIE,ACCEPTED
46875,AMERICAN,SV,DEBIT,PAY,COSMIC,CANCELLED
74500,AMERICAN,PA,CREDIT,PAY,INDIE,CANCELLED
38500,MASTERCARD,AR,CREDIT,PAY,COSMIC,ACCEPTED
78500,AMERICAN,SV,DEBIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
79875,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
4500,MASTERCARD,SV,DEBIT,REFUND,COSMIC,CANCELLED
49550,AMERICAN,PA,DEBIT,REFUND,INDIE,CANCELLED
33582,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
8000,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
30500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
156000,UNKNOWN,AR,CREDIT,PAY,INDIE,PARTIAL_REFUNDED
6500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
3500,AMERICAN,AR,CREDIT,REFUND,INDIE,CANCELLED
8000,AMERICAN,SV,DEBIT,PAY,COSMIC,CANCELLED
55361,AMERICAN,PA,CREDIT,REFUND,INDIE,CANCELLED
40400,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
39500,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
27710,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
36000,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
31604,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
7500,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
20339,AMERICAN,AR,CREDIT,PAY,COSMIC,ACCEPTED
58500,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
7500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
33300,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
6500,MASTERCARD,SV,DEBIT,REFUND,COSMIC,CANCELLED
8000,MASTERCARD,PA,DEBIT,PAY,INDIE,CANCELLED
120500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
99500,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
23500,MASTERCARD,PA,DEBIT,PAY,COSMIC,ACCEPTED
65500,AMERICAN,AR,CREDIT,PAY,INDIE,ACCEPTED
115000,MASTERCARD,SV,CREDIT,REFUND,COSMIC,CANCELLED
277000,MASTERCARD,PA,CREDIT,PAY,INDIE,CANCELLED
51000,AMERICAN,AR,CREDIT,REFUND,COSMIC,CANCELLED
6500,UNKNOWN,SV,CREDIT,REFUND,INDIE,REFUNDED
58500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
4500,MASTERCARD,PA,CREDIT,REFUND,INDIE,CANCELLED
68000,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
110750,MASTERCARD,SV,DEBIT,PAY,INDIE,ACCEPTED
32750,MASTERCARD,PA,CREDIT,REFUND,COSMIC,CANCELLED
65000,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
29500,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
102000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
83727,UNKNOWN,AR,CREDIT,REFUND,COSMIC,REFUNDED
37000,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
32500,AMERICAN,PA,DEBIT,PAY,COSMIC,CANCELLED
8000,AMERICAN,AR,DEBIT,PAY,INDIE,CANCELLED
95000,AMERICAN,SV,DEBIT,PAY,COSMIC,CANCELLED
40000,AMERICAN,PA,CREDIT,PAY,INDIE,CANCELLED
4500,AMERICAN,AR,DEBIT,REFUND,COSMIC,CANCELLED
57375,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
58700,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
2000,AMERICAN,AR,CREDIT,PAY,INDIE,ACCEPTED
55500,UNKNOWN,SV,CREDIT,REFUND,COSMIC,REFUNDED
139000,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
35753,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
6500,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
46500,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
128000,MASTERCARD,SV,CREDIT,PAY,COSMIC,ACCEPTED
35400,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
7500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
55000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
84000,AMERICAN,SV,DEBIT,PAY,COSMIC,ACCEPTED
117000,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
32500,AMERICAN,SV,CREDIT,REFUND,INDIE,CANCELLED
8000,AMERICAN,PA,CREDIT,REFUND,COSMIC,CANCELLED
1000,UNKNOWN,AR,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
127812,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
3500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
121950,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
52500,AMERICAN,PA,CREDIT,PAY,COSMIC,CANCELLED
73000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
3000,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
77500,MASTERCARD,PA,DEBIT,PAY,INDIE,ACCEPTED
3500,MASTERCARD,AR,DEBIT,PAY,COSMIC,ACCEPTED
203500,AMERICAN,SV,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,PA,CREDIT,PAY,COSMIC,CANCELLED
36000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
7500,AMERICAN,SV,DEBIT,REFUND,COSMIC,CANCELLED
66500,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
3500,AMERICAN,AR,CREDIT,PAY,COSMIC,ACCEPTED
153500,AMERICAN,SV,CREDIT,REFUND,INDIE,CANCELLED
43500,AMERICAN,PA,CREDIT,REFUND,COSMIC,CANCELLED
34000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
56500,UNKNOWN,AR,CREDIT,PAY,COSMIC,ACCEPTED
52000,UNKNOWN,SV,CREDIT,PAY,INDIE,ACCEPTED
6500,UNKNOWN,PA,CREDIT,PAY,COSMIC,ACCEPTED
1500,AMERICAN,AR,DEBIT,PAY,INDIE,ACCEPTED
50500,MASTERCARD,SV,CREDIT,PAY,COSMIC,CANCELLED
45000,AMERICAN,PA,DEBIT,PAY,INDIE,CANCELLED
6500,AMERICAN,AR,CREDIT,PAY,COSMIC,ACCEPTED
80500,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
3000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
8000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
6500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
8000,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
26000,AMERICAN,AR,CREDIT,REFUND,COSMIC,CANCELLED
54000,AMERICAN,SV,CREDIT,PAY,INDIE,ACCEPTED
117500,UNKNOWN,PA,CREDIT,PAY,COSMIC,REFUNDED
31000,AMERICAN,AR,CREDIT,REFUND,INDIE,CANCELLED
57500,AMERICAN,SV,CREDIT,PAY,COSMIC,CANCELLED
33500,MASTERCARD,PA,CREDIT,PAY,INDIE,CANCELLED
184500,AMERICAN,AR,DEBIT,PAY,COSMIC,CANCELLED
7500,AMERICAN,SV,DEBIT,PAY,INDIE,CANCELLED
3000,MASTERCARD,PA,CREDIT,PAY,COSMIC,CANCELLED
25687,MASTERCARD,AR,CREDIT,PAY,INDIE,CANCELLED
1500,AMERICAN,SV,DEBIT,PAY,COSMIC,CANCELLED
28700,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
59500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
108000,MASTERCARD,AR,CREDIT,PAY,INDIE,CANCELLED
38500,AMERICAN,SV,DEBIT,PAY,COSMIC,CANCELLED
28500,UNKNOWN,PA,CREDIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,AR,CREDIT,PAY,COSMIC,CANCELLED
84000,AMERICAN,SV,DEBIT,REFUND,INDIE,CANCELLED
47000,AMERICAN,PA,DEBIT,REFUND,COSMIC,CANCELLED
65000,AMERICAN,AR,DEBIT,REFUND,INDIE,CANCELLED
51500,AMERICAN,SV,CREDIT,PAY,COSMIC,ACCEPTED
